"_id","employee_id","date","hostname","os","login_time","logout_time","active_hours"
"ObjectId(""6849ef87ab2373184fe07dd5"")","E047","2025-06-01","lt-59.anderson.com","Linux","10:11","17:06",7.7
"ObjectId(""6849ef87ab2373184fe07dd6"")","E047","2025-06-02","lt-68.hubbard-lee.org","macOS","10:51","18:33",7.9
"ObjectId(""6849ef87ab2373184fe07dd7"")","E047","2025-06-03","lt-89.jensen-howard.com","macOS","10:45","20:19",10.7
"ObjectId(""6849ef87ab2373184fe07dd8"")","E047","2025-06-04","laptop-85.morgan.com","macOS","09:34","16:29",7.1
"ObjectId(""6849ef87ab2373184fe07dd9"")","E047","2025-06-05","web-28.campbell-barry.com","macOS","07:34","17:36",10.3
"ObjectId(""6849ef87ab2373184fe07dda"")","E047","2025-06-06","db-20.whitehead.com","Windows","10:51","18:50",8.5
"ObjectId(""6849ef87ab2373184fe07ddb"")","E047","2025-06-07","srv-02.simpson.biz","macOS","10:18","20:26",9.6
"ObjectId(""6849ef87ab2373184fe07ddc"")","E047","2025-06-08","srv-83.good.biz","macOS","08:57","16:37",8.1
"ObjectId(""6849ef87ab2373184fe07ddd"")","E047","2025-06-09","web-76.murphy.org","macOS","10:37","18:03",8.6
"ObjectId(""6849ef87ab2373184fe07dde"")","E047","2025-06-10","web-82.hill.com","Windows","10:11","20:03",9.7
"ObjectId(""6849ef87ab2373184fe07ddf"")","E048","2025-06-01","email-50.lee-hinton.com","Windows","08:42","17:45",8.8
"ObjectId(""6849ef87ab2373184fe07de0"")","E048","2025-06-02","web-47.perkins.com","Windows","10:37","20:31",10.1
"ObjectId(""6849ef87ab2373184fe07de1"")","E048","2025-06-03","laptop-25.carr.com","Linux","09:40","17:24",8.2
"ObjectId(""6849ef87ab2373184fe07de2"")","E048","2025-06-04","lt-73.cameron.com","macOS","10:28","17:30",6.6
"ObjectId(""6849ef87ab2373184fe07de3"")","E048","2025-06-05","db-51.powell.com","Linux","07:45","15:07",8.2
"ObjectId(""6849ef87ab2373184fe07de4"")","E048","2025-06-06","lt-34.hill-boyle.com","Windows","08:56","17:37",9.1
"ObjectId(""6849ef87ab2373184fe07de5"")","E048","2025-06-07","lt-45.watson.com","Linux","08:18","18:25",9.6
"ObjectId(""6849ef87ab2373184fe07de6"")","E048","2025-06-08","lt-36.perry-contreras.com","macOS","10:39","18:21",8.3
"ObjectId(""6849ef87ab2373184fe07de7"")","E048","2025-06-09","srv-79.lin-davis.biz","Windows","09:28","19:53",10.4
"ObjectId(""6849ef87ab2373184fe07de8"")","E048","2025-06-10","db-49.smith-hanson.com","Linux","08:08","18:05",10.3
"ObjectId(""6849ef87ab2373184fe07de9"")","E049","2025-06-01","laptop-52.gonzalez.net","Linux","09:02","18:35",8.9
"ObjectId(""6849ef87ab2373184fe07dea"")","E049","2025-06-02","desktop-50.navarro-walker.org","Linux","10:26","18:03",7.7
"ObjectId(""6849ef87ab2373184fe07deb"")","E049","2025-06-03","email-51.simmons-mathis.org","macOS","10:23","20:14",10.3
"ObjectId(""6849ef87ab2373184fe07dec"")","E049","2025-06-04","lt-72.stewart.com","Linux","08:14","16:31",8.4
"ObjectId(""6849ef87ab2373184fe07ded"")","E049","2025-06-05","db-56.moore.info","Windows","07:10","14:05",6.4
"ObjectId(""6849ef87ab2373184fe07dee"")","E049","2025-06-06","email-00.johnson-miller.com","macOS","08:57","16:08",8
"ObjectId(""6849ef87ab2373184fe07def"")","E049","2025-06-07","web-21.townsend.org","Linux","10:13","20:54",10
"ObjectId(""6849ef87ab2373184fe07df0"")","E049","2025-06-08","srv-70.summers.com","Windows","08:27","18:52",10
"ObjectId(""6849ef87ab2373184fe07df1"")","E049","2025-06-09","web-95.douglas-johnson.com","Windows","09:15","18:48",9.1
"ObjectId(""6849ef87ab2373184fe07df2"")","E049","2025-06-10","web-73.thompson.org","macOS","08:01","16:31",8.4
"ObjectId(""6849ef87ab2373184fe07df3"")","E050","2025-06-01","email-19.cunningham.com","macOS","09:47","17:14",8.4
"ObjectId(""6849ef87ab2373184fe07df4"")","E050","2025-06-02","email-84.arias.com","Windows","09:22","18:38",8.6
"ObjectId(""6849ef87ab2373184fe07df5"")","E050","2025-06-03","email-75.vasquez.com","Linux","07:21","15:48",8.5
"ObjectId(""6849ef87ab2373184fe07df6"")","E050","2025-06-04","email-32.strickland-wilson.org","Linux","09:35","16:25",7.6
"ObjectId(""6849ef87ab2373184fe07df7"")","E050","2025-06-05","email-01.massey.com","Linux","08:42","17:47",9.8
"ObjectId(""6849ef87ab2373184fe07df8"")","E050","2025-06-06","db-17.marquez-atkinson.com","Linux","09:42","18:01",8.9
"ObjectId(""6849ef87ab2373184fe07df9"")","E050","2025-06-07","db-11.kim.com","macOS","10:28","19:35",9
"ObjectId(""6849ef87ab2373184fe07dfa"")","E050","2025-06-08","web-67.villegas.biz","Windows","07:06","14:14",7.6
"ObjectId(""6849ef87ab2373184fe07dfb"")","E050","2025-06-09","laptop-72.stark-franklin.com","Windows","08:17","18:13",9.4
"ObjectId(""6849ef87ab2373184fe07dfc"")","E050","2025-06-10","laptop-29.tapia.com","Linux","09:28","18:03",9.2
"ObjectId(""6849ef87ab2373184fe07dfd"")","E051","2025-06-01","db-28.haney.com","Linux","08:35","16:57",7.8
"ObjectId(""6849ef87ab2373184fe07dfe"")","E051","2025-06-02","lt-71.sanders-riggs.com","Linux","10:57","19:32",8.9
"ObjectId(""6849ef87ab2373184fe07dff"")","E051","2025-06-03","srv-30.morris.biz","Linux","09:31","16:39",7
"ObjectId(""6849ef87ab2373184fe07e00"")","E051","2025-06-04","laptop-63.moore.biz","Linux","07:58","15:58",7.6
"ObjectId(""6849ef87ab2373184fe07e01"")","E051","2025-06-05","web-95.wright.com","Windows","08:48","18:23",9.8
"ObjectId(""6849ef87ab2373184fe07e02"")","E051","2025-06-06","srv-30.collins-mahoney.com","Linux","10:52","17:19",7
"ObjectId(""6849ef87ab2373184fe07e03"")","E051","2025-06-07","desktop-97.sanchez-patterson.com","Linux","08:47","15:53",6.9
"ObjectId(""6849ef87ab2373184fe07e04"")","E051","2025-06-08","db-57.russo-morgan.net","macOS","08:00","15:06",7.8
"ObjectId(""6849ef87ab2373184fe07e05"")","E051","2025-06-09","web-35.hernandez.com","Linux","08:44","15:17",7.3
"ObjectId(""6849ef87ab2373184fe07e06"")","E051","2025-06-10","db-43.golden-brandt.info","Linux","07:33","14:52",6.4
"ObjectId(""6849ef87ab2373184fe07e07"")","E052","2025-06-01","laptop-72.villarreal.info","Linux","08:15","18:24",9.1
"ObjectId(""6849ef87ab2373184fe07e08"")","E052","2025-06-02","db-78.walker-bishop.com","Linux","07:45","14:05",6.5
"ObjectId(""6849ef87ab2373184fe07e09"")","E052","2025-06-03","srv-80.cunningham.com","macOS","10:29","20:43",10
"ObjectId(""6849ef87ab2373184fe07e0a"")","E052","2025-06-04","db-85.young.biz","Windows","07:00","14:25",6.8
"ObjectId(""6849ef87ab2373184fe07e0b"")","E052","2025-06-05","laptop-76.rogers.com","macOS","08:48","17:56",9.9
"ObjectId(""6849ef87ab2373184fe07e0c"")","E052","2025-06-06","lt-03.lowe.biz","Windows","07:33","16:21",8.4
"ObjectId(""6849ef87ab2373184fe07e0d"")","E052","2025-06-07","srv-01.velazquez.com","macOS","07:06","14:34",6.1
"ObjectId(""6849ef87ab2373184fe07e0e"")","E052","2025-06-08","web-95.thompson.com","Windows","07:05","15:49",7.8
"ObjectId(""6849ef87ab2373184fe07e0f"")","E052","2025-06-09","web-76.travis.com","Linux","09:40","16:36",6.8
"ObjectId(""6849ef87ab2373184fe07e10"")","E052","2025-06-10","srv-87.lawrence.com","Linux","07:53","15:01",7.5
"ObjectId(""6849ef87ab2373184fe07e11"")","E053","2025-06-01","email-72.stone-martinez.info","Linux","07:43","14:16",6.9
"ObjectId(""6849ef87ab2373184fe07e12"")","E053","2025-06-02","laptop-17.cameron.com","Linux","10:15","18:37",8.2
"ObjectId(""6849ef87ab2373184fe07e13"")","E053","2025-06-03","web-34.woods.com","Windows","10:03","18:32",7.6
"ObjectId(""6849ef87ab2373184fe07e14"")","E053","2025-06-04","web-11.pearson.biz","Linux","08:35","16:16",8.7
"ObjectId(""6849ef87ab2373184fe07e15"")","E053","2025-06-05","lt-99.smith-barajas.com","Windows","09:22","16:02",6.9
"ObjectId(""6849ef87ab2373184fe07e16"")","E053","2025-06-06","srv-72.nguyen-foster.com","Windows","07:18","14:01",6.7
"ObjectId(""6849ef87ab2373184fe07e17"")","E053","2025-06-07","laptop-34.perez-dyer.net","macOS","07:39","14:53",7.5
"ObjectId(""6849ef87ab2373184fe07e18"")","E053","2025-06-08","srv-97.graham.net","Windows","10:28","19:32",8.4
"ObjectId(""6849ef87ab2373184fe07e19"")","E053","2025-06-09","email-31.mercer-yang.biz","macOS","10:47","17:39",7.6
"ObjectId(""6849ef87ab2373184fe07e1a"")","E053","2025-06-10","web-27.coleman.org","macOS","08:50","17:41",9.1
"ObjectId(""6849ef87ab2373184fe07e1b"")","E054","2025-06-01","email-96.baker.info","Windows","07:39","14:08",7.4
"ObjectId(""6849ef87ab2373184fe07e1c"")","E054","2025-06-02","email-44.johnson-montes.com","Windows","09:36","19:56",9.5
"ObjectId(""6849ef87ab2373184fe07e1d"")","E054","2025-06-03","db-52.wallace.biz","Linux","08:26","15:21",7.5
"ObjectId(""6849ef87ab2373184fe07e1e"")","E054","2025-06-04","web-60.davis.info","Windows","07:38","16:10",9
"ObjectId(""6849ef87ab2373184fe07e1f"")","E054","2025-06-05","email-50.miller.biz","Windows","07:28","15:15",7.9
"ObjectId(""6849ef87ab2373184fe07e20"")","E054","2025-06-06","laptop-98.vargas.org","Linux","07:02","14:55",7.1
"ObjectId(""6849ef87ab2373184fe07e21"")","E054","2025-06-07","web-62.barrett.biz","macOS","10:21","20:43",10.3
"ObjectId(""6849ef87ab2373184fe07e22"")","E054","2025-06-08","db-65.morrow.com","macOS","09:03","18:12",8.4
"ObjectId(""6849ef87ab2373184fe07e23"")","E054","2025-06-09","laptop-18.mcmahon.com","macOS","08:35","18:21",9.8
"ObjectId(""6849ef87ab2373184fe07e24"")","E054","2025-06-10","web-56.castillo.com","Linux","09:13","19:02",9.6
"ObjectId(""6849ef87ab2373184fe07e25"")","E055","2025-06-01","desktop-50.proctor.com","Linux","09:19","19:59",9.7
"ObjectId(""6849ef87ab2373184fe07e26"")","E055","2025-06-02","srv-63.jensen.net","macOS","10:40","17:39",7.1
"ObjectId(""6849ef87ab2373184fe07e27"")","E055","2025-06-03","email-60.solis.org","Windows","10:13","17:53",6.3
"ObjectId(""6849ef87ab2373184fe07e28"")","E055","2025-06-04","email-88.long.com","macOS","08:40","17:49",9.2
"ObjectId(""6849ef87ab2373184fe07e29"")","E055","2025-06-05","db-18.fields.com","Linux","08:44","18:38",9.8
"ObjectId(""6849ef87ab2373184fe07e2a"")","E055","2025-06-06","email-67.garcia.info","Windows","08:32","18:59",9.3
"ObjectId(""6849ef87ab2373184fe07e2b"")","E055","2025-06-07","srv-82.rodriguez.biz","Linux","07:17","15:01",7.9
"ObjectId(""6849ef87ab2373184fe07e2c"")","E055","2025-06-08","web-75.farmer-sherman.com","macOS","09:30","19:19",10
"ObjectId(""6849ef87ab2373184fe07e2d"")","E055","2025-06-09","web-39.garza.biz","macOS","07:53","15:34",7.9
"ObjectId(""6849ef87ab2373184fe07e2e"")","E055","2025-06-10","email-48.lopez-donovan.com","Windows","07:59","15:38",7.4
"ObjectId(""6849ef87ab2373184fe07e2f"")","E056","2025-06-01","email-80.gonzalez.com","Linux","07:00","16:58",8.5
"ObjectId(""6849ef87ab2373184fe07e30"")","E056","2025-06-02","lt-75.armstrong.biz","Linux","10:49","17:35",7
"ObjectId(""6849ef87ab2373184fe07e31"")","E056","2025-06-03","srv-52.green-brown.net","macOS","07:29","17:35",10.3
"ObjectId(""6849ef87ab2373184fe07e32"")","E056","2025-06-04","email-90.flores-stevens.com","Windows","07:59","14:25",7.8
"ObjectId(""6849ef87ab2373184fe07e33"")","E056","2025-06-05","db-77.evans.net","Linux","09:39","17:18",8
"ObjectId(""6849ef87ab2373184fe07e34"")","E056","2025-06-06","email-34.clements-williams.org","macOS","09:55","19:23",10
"ObjectId(""6849ef87ab2373184fe07e35"")","E056","2025-06-07","db-92.sawyer.com","Linux","09:00","17:50",7.6
"ObjectId(""6849ef87ab2373184fe07e36"")","E056","2025-06-08","lt-93.harris.com","Linux","08:34","15:26",6.9
"ObjectId(""6849ef87ab2373184fe07e37"")","E056","2025-06-09","db-80.reilly.org","Linux","08:49","18:37",10.5
"ObjectId(""6849ef87ab2373184fe07e38"")","E056","2025-06-10","lt-99.newton.info","macOS","10:23","18:50",7.8
"ObjectId(""6849ef87ab2373184fe07e39"")","E057","2025-06-01","srv-12.carrillo.org","Windows","10:34","17:39",7.6
"ObjectId(""6849ef87ab2373184fe07e3a"")","E057","2025-06-02","db-12.ortiz.com","Linux","10:08","19:11",8.7
"ObjectId(""6849ef87ab2373184fe07e3b"")","E057","2025-06-03","email-38.pineda.com","Windows","08:05","17:49",8.9
"ObjectId(""6849ef87ab2373184fe07e3c"")","E057","2025-06-04","web-30.scott-lambert.com","Linux","10:46","19:00",9.4
"ObjectId(""6849ef87ab2373184fe07e3d"")","E057","2025-06-05","web-91.mullen.com","Linux","07:27","17:42",10.1
"ObjectId(""6849ef87ab2373184fe07e3e"")","E057","2025-06-06","email-82.pacheco.net","Linux","07:39","15:50",8
"ObjectId(""6849ef87ab2373184fe07e3f"")","E057","2025-06-07","web-45.holmes.com","Windows","08:43","17:07",9.5
"ObjectId(""6849ef87ab2373184fe07e40"")","E057","2025-06-08","web-72.williams.com","macOS","10:11","19:48",9.4
"ObjectId(""6849ef87ab2373184fe07e41"")","E057","2025-06-09","desktop-63.compton.net","Windows","09:13","16:46",6.9
"ObjectId(""6849ef87ab2373184fe07e42"")","E057","2025-06-10","lt-91.adams.com","macOS","10:52","20:54",10.6
"ObjectId(""6849ef87ab2373184fe07e43"")","E058","2025-06-01","lt-79.tran-long.com","Windows","10:53","19:23",9
"ObjectId(""6849ef87ab2373184fe07e44"")","E058","2025-06-02","laptop-97.andrews.com","macOS","08:27","18:46",9.9
"ObjectId(""6849ef87ab2373184fe07e45"")","E058","2025-06-03","email-45.davis-wolf.org","Linux","08:55","18:15",10.2
"ObjectId(""6849ef87ab2373184fe07e46"")","E058","2025-06-04","srv-96.flynn-anderson.info","macOS","07:13","15:37",7.5
"ObjectId(""6849ef87ab2373184fe07e47"")","E058","2025-06-05","lt-12.farrell.com","Windows","10:50","17:20",7
"ObjectId(""6849ef87ab2373184fe07e48"")","E058","2025-06-06","web-23.hernandez.com","Windows","08:32","18:13",10.3
"ObjectId(""6849ef87ab2373184fe07e49"")","E058","2025-06-07","web-79.hendrix.com","macOS","10:15","18:09",8.2
"ObjectId(""6849ef87ab2373184fe07e4a"")","E058","2025-06-08","web-05.rubio.com","Linux","08:51","16:57",7.9
"ObjectId(""6849ef87ab2373184fe07e4b"")","E058","2025-06-09","email-02.robertson-gomez.org","Windows","07:35","16:02",8.6
"ObjectId(""6849ef87ab2373184fe07e4c"")","E058","2025-06-10","email-80.howe.com","macOS","09:57","18:57",9.2
"ObjectId(""6849ef87ab2373184fe07e4d"")","E059","2025-06-01","lt-63.jefferson.biz","macOS","09:49","18:45",9.4
"ObjectId(""6849ef87ab2373184fe07e4e"")","E059","2025-06-02","desktop-31.fowler.com","macOS","07:07","17:37",10.4
"ObjectId(""6849ef87ab2373184fe07e4f"")","E059","2025-06-03","srv-45.rojas.com","Windows","10:20","20:31",9.4
"ObjectId(""6849ef87ab2373184fe07e50"")","E059","2025-06-04","email-11.goodman-valdez.com","Linux","10:13","18:52",7.9
"ObjectId(""6849ef87ab2373184fe07e51"")","E059","2025-06-05","desktop-95.lee.info","Linux","09:08","19:04",9.5
"ObjectId(""6849ef87ab2373184fe07e52"")","E059","2025-06-06","web-68.schwartz.com","Windows","08:03","16:59",7.9
"ObjectId(""6849ef87ab2373184fe07e53"")","E059","2025-06-07","laptop-95.mcgee.com","Linux","07:56","14:36",7.2
"ObjectId(""6849ef87ab2373184fe07e54"")","E059","2025-06-08","desktop-97.bell.com","Windows","10:20","19:18",9.7
"ObjectId(""6849ef87ab2373184fe07e55"")","E059","2025-06-09","email-58.roberts.com","Windows","07:48","15:53",8.2
"ObjectId(""6849ef87ab2373184fe07e56"")","E059","2025-06-10","srv-17.lara.com","Windows","09:52","18:42",8.9
"ObjectId(""6849ef87ab2373184fe07e57"")","E060","2025-06-01","lt-67.simmons.com","Windows","10:38","20:06",10
"ObjectId(""6849ef87ab2373184fe07e58"")","E060","2025-06-02","db-40.maxwell.com","Linux","08:59","18:15",10.1
"ObjectId(""6849ef87ab2373184fe07e59"")","E060","2025-06-03","srv-96.cooper.com","Linux","07:40","16:38",9.5
"ObjectId(""6849ef87ab2373184fe07e5a"")","E060","2025-06-04","db-07.mason.com","macOS","08:43","18:31",9.3
"ObjectId(""6849ef87ab2373184fe07e5b"")","E060","2025-06-05","srv-36.mcdonald.com","Windows","07:31","16:13",8.2
"ObjectId(""6849ef87ab2373184fe07e5c"")","E060","2025-06-06","srv-34.white.net","Windows","07:41","16:10",9.1
"ObjectId(""6849ef87ab2373184fe07e5d"")","E060","2025-06-07","desktop-12.lewis-smith.com","Windows","08:19","17:20",9
"ObjectId(""6849ef87ab2373184fe07e5e"")","E060","2025-06-08","db-81.williams-payne.com","Linux","07:05","15:20",8.2
"ObjectId(""6849ef87ab2373184fe07e5f"")","E060","2025-06-09","web-02.brown.com","Windows","10:09","19:35",9.4
"ObjectId(""6849ef87ab2373184fe07e60"")","E060","2025-06-10","db-69.larson.com","macOS","07:27","17:00",10.1
"ObjectId(""6849ef87ab2373184fe07e61"")","E061","2025-06-01","laptop-19.dunn.info","macOS","08:17","16:15",8.2
"ObjectId(""6849ef87ab2373184fe07e62"")","E061","2025-06-02","desktop-24.pearson-fry.biz","Windows","08:42","18:12",10
"ObjectId(""6849ef87ab2373184fe07e63"")","E061","2025-06-03","desktop-52.schneider-allen.info","macOS","08:08","17:16",8.5
"ObjectId(""6849ef87ab2373184fe07e64"")","E061","2025-06-04","laptop-27.lowery-bird.biz","Windows","07:24","15:51",7.8
"ObjectId(""6849ef87ab2373184fe07e65"")","E061","2025-06-05","web-99.ellison.com","Linux","10:06","17:01",7.4
"ObjectId(""6849ef87ab2373184fe07e66"")","E061","2025-06-06","laptop-50.klein-miller.com","Linux","07:06","14:18",7.1
"ObjectId(""6849ef87ab2373184fe07e67"")","E061","2025-06-07","desktop-35.tran.com","macOS","09:31","16:38",6.8
"ObjectId(""6849ef87ab2373184fe07e68"")","E061","2025-06-08","srv-53.rowe-shields.com","macOS","09:26","17:43",7.9
"ObjectId(""6849ef87ab2373184fe07e69"")","E061","2025-06-09","lt-75.rice.info","Linux","09:24","16:08",6.6
"ObjectId(""6849ef87ab2373184fe07e6a"")","E061","2025-06-10","db-73.chen.info","Linux","10:10","20:10",9.5
"ObjectId(""6849ef87ab2373184fe07e6b"")","E062","2025-06-01","web-03.glenn.com","macOS","09:29","19:45",10.5
"ObjectId(""6849ef87ab2373184fe07e6c"")","E062","2025-06-02","email-63.nguyen.com","Windows","09:30","16:54",7
"ObjectId(""6849ef87ab2373184fe07e6d"")","E062","2025-06-03","srv-09.carter.com","macOS","07:54","14:40",6.6
"ObjectId(""6849ef87ab2373184fe07e6e"")","E062","2025-06-04","desktop-84.cooper.com","Windows","09:42","19:30",9.6
"ObjectId(""6849ef87ab2373184fe07e6f"")","E062","2025-06-05","desktop-94.nguyen.com","Windows","08:56","17:34",8.7
"ObjectId(""6849ef87ab2373184fe07e70"")","E062","2025-06-06","email-76.franco-parks.com","Windows","08:16","17:47",8.9
"ObjectId(""6849ef87ab2373184fe07e71"")","E062","2025-06-07","laptop-27.henry.org","Windows","09:32","16:01",6.6
"ObjectId(""6849ef87ab2373184fe07e72"")","E062","2025-06-08","email-42.hall.org","Windows","10:01","17:05",7.3
"ObjectId(""6849ef87ab2373184fe07e73"")","E062","2025-06-09","srv-49.edwards.com","Linux","09:03","18:53",9
"ObjectId(""6849ef87ab2373184fe07e74"")","E062","2025-06-10","desktop-53.potter-friedman.info","Windows","08:26","17:31",9
"ObjectId(""6849ef87ab2373184fe07e75"")","E063","2025-06-01","lt-50.miles.info","macOS","08:22","18:29",9.6
"ObjectId(""6849ef87ab2373184fe07e76"")","E063","2025-06-02","srv-04.evans.com","Windows","07:34","15:40",8.1
"ObjectId(""6849ef87ab2373184fe07e77"")","E063","2025-06-03","srv-81.vasquez-oliver.com","Windows","10:06","19:48",8.9
"ObjectId(""6849ef87ab2373184fe07e78"")","E063","2025-06-04","web-84.ortiz.com","Linux","07:23","14:22",7
"ObjectId(""6849ef87ab2373184fe07e79"")","E063","2025-06-05","desktop-59.brown-miller.com","macOS","09:50","19:12",10.6
"ObjectId(""6849ef87ab2373184fe07e7a"")","E063","2025-06-06","desktop-52.cole.com","Windows","10:31","19:17",8.6
"ObjectId(""6849ef87ab2373184fe07e7b"")","E063","2025-06-07","web-39.ray-buckley.info","macOS","08:30","18:58",10.5
"ObjectId(""6849ef87ab2373184fe07e7c"")","E063","2025-06-08","laptop-10.figueroa.com","Linux","09:39","16:20",7.2
"ObjectId(""6849ef87ab2373184fe07e7d"")","E063","2025-06-09","web-85.rosario.com","Linux","10:13","17:14",7.2
"ObjectId(""6849ef87ab2373184fe07e7e"")","E063","2025-06-10","db-77.tanner.net","macOS","10:13","19:32",9.1
"ObjectId(""6849ef87ab2373184fe07e7f"")","E064","2025-06-01","laptop-57.osborne.com","Linux","07:02","15:26",7.9
"ObjectId(""6849ef87ab2373184fe07e80"")","E064","2025-06-02","db-55.huber-williams.com","macOS","07:07","15:00",7.5
"ObjectId(""6849ef87ab2373184fe07e81"")","E064","2025-06-03","srv-99.king.org","macOS","10:22","17:27",7.2
"ObjectId(""6849ef87ab2373184fe07e82"")","E064","2025-06-04","lt-21.valdez-moreno.com","Windows","08:56","15:55",6.3
"ObjectId(""6849ef87ab2373184fe07e83"")","E064","2025-06-05","email-84.smith-richardson.net","macOS","07:27","17:36",9.2
"ObjectId(""6849ef87ab2373184fe07e84"")","E064","2025-06-06","srv-94.hunt-hall.org","Linux","10:35","19:06",8.9
"ObjectId(""6849ef87ab2373184fe07e85"")","E064","2025-06-07","srv-00.villa.com","macOS","08:52","15:43",7.1
"ObjectId(""6849ef87ab2373184fe07e86"")","E064","2025-06-08","web-52.henderson.com","macOS","10:52","18:43",7.3
"ObjectId(""6849ef87ab2373184fe07e87"")","E064","2025-06-09","lt-39.wilson-mcdaniel.net","Linux","08:21","18:01",9.9
"ObjectId(""6849ef87ab2373184fe07e88"")","E064","2025-06-10","lt-00.sanders.com","Windows","10:27","17:43",7
"ObjectId(""6849ef87ab2373184fe07e89"")","E065","2025-06-01","desktop-32.bird.com","macOS","08:35","16:40",8.3
"ObjectId(""6849ef87ab2373184fe07e8a"")","E065","2025-06-02","email-75.howell-davis.com","Linux","08:41","16:18",7.3
"ObjectId(""6849ef87ab2373184fe07e8b"")","E065","2025-06-03","desktop-64.keller-kelley.com","macOS","10:00","17:01",6.5
"ObjectId(""6849ef87ab2373184fe07e8c"")","E065","2025-06-04","lt-04.parker-jones.com","macOS","07:52","16:26",9.1
"ObjectId(""6849ef87ab2373184fe07e8d"")","E065","2025-06-05","db-53.garza.biz","macOS","10:53","18:26",7.8
"ObjectId(""6849ef87ab2373184fe07e8e"")","E065","2025-06-06","web-57.reed.com","macOS","09:18","19:10",10.5
"ObjectId(""6849ef87ab2373184fe07e8f"")","E065","2025-06-07","desktop-47.hopkins-taylor.org","Linux","09:04","16:32",6.6
"ObjectId(""6849ef87ab2373184fe07e90"")","E065","2025-06-08","web-67.bell-tran.com","Linux","10:01","20:56",10.2
"ObjectId(""6849ef87ab2373184fe07e91"")","E065","2025-06-09","email-88.hodges.com","Windows","07:28","16:37",9
"ObjectId(""6849ef87ab2373184fe07e92"")","E065","2025-06-10","email-57.rose.info","Windows","10:19","17:10",7.1
"ObjectId(""6849ef87ab2373184fe07e93"")","E066","2025-06-01","web-56.smith.info","Windows","10:06","18:16",7.9
"ObjectId(""6849ef87ab2373184fe07e94"")","E066","2025-06-02","db-13.obrien.com","macOS","10:03","20:12",9.5
"ObjectId(""6849ef87ab2373184fe07e95"")","E066","2025-06-03","srv-49.gamble-bass.com","macOS","07:29","17:22",9.8
"ObjectId(""6849ef87ab2373184fe07e96"")","E066","2025-06-04","laptop-22.david.com","Linux","10:26","20:19",10
"ObjectId(""6849ef87ab2373184fe07e97"")","E066","2025-06-05","email-58.barrett.org","Windows","10:29","19:06",9
"ObjectId(""6849ef87ab2373184fe07e98"")","E066","2025-06-06","desktop-17.chase.com","macOS","10:34","19:05",8.4
"ObjectId(""6849ef87ab2373184fe07e99"")","E066","2025-06-07","srv-63.phillips-ali.biz","Windows","07:20","16:14",8.7
"ObjectId(""6849ef87ab2373184fe07e9a"")","E066","2025-06-08","web-10.miller-evans.net","Linux","10:56","18:10",8.3
"ObjectId(""6849ef87ab2373184fe07e9b"")","E066","2025-06-09","db-26.moreno.info","Linux","07:43","17:55",10.1
"ObjectId(""6849ef87ab2373184fe07e9c"")","E066","2025-06-10","srv-67.ray.com","macOS","08:19","17:37",9.2
"ObjectId(""6849ef87ab2373184fe07e9d"")","E067","2025-06-01","lt-94.padilla-smith.net","macOS","07:15","16:08",8.6
"ObjectId(""6849ef87ab2373184fe07e9e"")","E067","2025-06-02","web-35.tyler.com","macOS","10:22","19:06",9.1
"ObjectId(""6849ef87ab2373184fe07e9f"")","E067","2025-06-03","lt-76.shaw.com","Windows","09:07","17:29",7.9
"ObjectId(""6849ef87ab2373184fe07ea0"")","E067","2025-06-04","lt-73.ellis.biz","Windows","08:29","17:58",9.6
"ObjectId(""6849ef87ab2373184fe07ea1"")","E067","2025-06-05","srv-29.freeman-davis.com","macOS","09:57","16:35",7.2
"ObjectId(""6849ef87ab2373184fe07ea2"")","E067","2025-06-06","desktop-79.byrd-quinn.com","Linux","07:39","14:33",7.3
"ObjectId(""6849ef87ab2373184fe07ea3"")","E067","2025-06-07","laptop-80.williams-kennedy.net","Windows","07:42","16:22",9.5
"ObjectId(""6849ef87ab2373184fe07ea4"")","E067","2025-06-08","laptop-37.tate.com","Windows","09:56","19:48",9.8
"ObjectId(""6849ef87ab2373184fe07ea5"")","E067","2025-06-09","email-41.buckley-dennis.com","Linux","10:35","20:48",10.9
"ObjectId(""6849ef87ab2373184fe07ea6"")","E067","2025-06-10","db-87.smith-hernandez.org","macOS","10:22","19:54",9.5
"ObjectId(""6849ef87ab2373184fe07ea7"")","E068","2025-06-01","db-38.wood.com","Linux","09:23","18:31",9.3
"ObjectId(""6849ef87ab2373184fe07ea8"")","E068","2025-06-02","desktop-99.maynard.info","Windows","08:45","15:28",7
"ObjectId(""6849ef87ab2373184fe07ea9"")","E068","2025-06-03","laptop-95.lucas.com","Windows","08:21","17:25",9.5
"ObjectId(""6849ef87ab2373184fe07eaa"")","E068","2025-06-04","srv-47.haney.com","macOS","07:24","15:23",8
"ObjectId(""6849ef87ab2373184fe07eab"")","E068","2025-06-05","email-98.hart.com","macOS","10:49","20:18",10.4
"ObjectId(""6849ef87ab2373184fe07eac"")","E068","2025-06-06","srv-63.ferguson.net","macOS","09:39","17:13",7.8
"ObjectId(""6849ef87ab2373184fe07ead"")","E068","2025-06-07","lt-25.davis.com","Linux","09:20","18:39",9.2
"ObjectId(""6849ef87ab2373184fe07eae"")","E068","2025-06-08","db-61.carson-avila.com","macOS","07:13","14:51",7.2
